"Bio"	"Div"	"prod_0"	"prod_0.25"	"prod_0.5"	"prod_0.75"	"prod_1"
69	35	52.9166666666667	51.5302126429143	50.2040288285104	48.9541037001495	47.7912087912088
13	12	12	11.9135727662741	11.8284271247462	11.7457697616492	11.6666666666667
54	35	45.8333333333333	45.1271149226147	44.4372126733362	43.773161224795	43.1428571428571
54	31	45	44.3024188914872	43.6256880051433	42.9788862840034	42.3690476190476
12	11	12	12	12	12	12
47	31	37.3333333333333	36.5777380670461	35.8496972428831	35.1587742964295	34.5119047619048
88	47	66.6666666666667	64.8209056707284	63.0317344341304	61.3232957718159	59.7142857142857
6	6	4.33333333333333	4.188891941833	4.05243636248599	3.92565777407531	3.80952380952381
9	8	7.5	7.41357276627411	7.32842712474619	7.24576976164918	7.16666666666667
14	12	13	12.9135727662741	12.8284271247462	12.7457697616492	12.6666666666667
11	9	10	9.91357276627411	9.82842712474619	9.74576976164918	9.66666666666667
89	45	75.3333333333333	74.1517651371223	72.9935618594403	71.8748949138654	70.8095238095238
0	0	0	0	0	0	0
7	7	7	7	7	7	7
36	24	29	28.3950093639188	27.7989898732233	27.2203883315442	26.6666666666667
34	22	32	31.8271455325482	31.6568542494924	31.4915395232984	31.3333333333333
57	34	46.3333333333333	45.4110468383	44.5082804852017	43.6375856289179	42.8095238095238
33	22	26.3333333333333	25.7567557732035	25.1945719862169	24.6545065823212	24.1428571428571
70	39	55.5	54.3258811001232	53.1972106549743	52.1287444870539	51.1309523809524
70	40	57.3333333333333	56.2370043649766	55.1803081984211	54.1772496661963	53.2380952380952
143	53	117.083333333333	114.846219507362	112.693677864333	110.65292269902	108.74358974359
127	53	107	105.270267319611	103.583715958651	101.963519746964	100.428571428571
131	53	105.666666666667	103.474008729953	101.360616396842	99.3544993323926	97.4761904761905
79	47	66.8333333333333	65.8616699827314	64.9207650547485	64.0231987005525	63.1785714285714
37	20	31.3333333333333	30.9296102406553	30.5377177367246	30.1629670590228	29.8095238095238
44	30	33.3333333333333	32.4098588324284	31.5234539489287	30.6857101428979	29.9047619047619
0	0	0	0	0	0	0
95	42	77.25	75.7191045847473	74.2564651909964	72.8797614742248	71.6007326007326
27	20	23	22.6542910650964	22.3137084989848	21.9830790465967	21.6666666666667
122	52	97.1666666666667	95.0172223468162	92.9464028344691	90.981614451568	89.1428571428571
5	5	2.33333333333333	2.10246470810711	1.88086348723218	1.67142753572449	1.47619047619047
17	14	16	16	16	16	16
31	23	26.5	26.1110774482335	25.7279220613579	25.3559639274213	25
45	30	34.3333333333333	33.4098588324284	32.5234539489287	31.6857101428979	30.9047619047619
46	31	35.3333333333333	34.4098588324284	33.5234539489287	32.6857101428979	31.9047619047619
111	48	92.3333333333333	90.7184409626213	89.1508709468982	87.6518682360914	86.2380952380952
153	62	123.166666666667	120.666538179079	118.243208876901	115.929297174995	113.75
95	48	79.3333333333333	78.0641498975249	76.8371624479135	75.6687891894947	74.5714285714286
19	14	14.5	14.1110774482335	13.7279220613579	13.3559639274213	13
144	56	118	115.831967912276	113.724122589556	111.705096746019	109.797619047619
27	19	21.6666666666667	21.2049294162142	20.7617269744644	20.342855071449	19.9523809523809
4	4	3	2.91357276627411	2.82842712474619	2.74576976164918	2.66666666666667
29	21	25	24.6542910650964	24.3137084989848	23.9830790465967	23.6666666666667
22	18	21	20.9135727662741	20.8284271247462	20.7457697616492	20.6666666666667
3	3	3	3	3	3	3
80	38	66.1666666666667	64.9702979295441	63.803357534807	62.681898045467	61.6190476190476
48	32	34.5833333333333	33.4735646138595	32.4005155375372	31.3789929207514	30.4202380952381
1	1	1	1	1	1	1
41	29	31.3333333333333	30.4974740720259	29.6798533604555	28.8918158672687	28.1428571428571
34	26	32	31.8271455325482	31.6568542494924	31.4915395232984	31.3333333333333
86	47	64.3333333333333	62.6415529406539	60.9978612594889	59.4242511824198	57.9380952380952
28	22	25	24.7395302929508	24.5004548379656	24.2854337989276	24.0952380952381
35	26	30.1666666666667	29.8295950339689	29.5021838307918	29.1888041058051	28.8928571428571
16	14	13.3333333333333	13.113592698357	12.9239370858272	12.7636258897081	12.6300366300366
144	65	126.5	124.985147398054	123.527821610512	122.147219856821	120.857142857143
53	31	37.4261904761905	36.1474578403616	34.9726197315346	33.9030626734695	32.9354519354519
130	57	106.5	104.629487997482	102.807725196391	101.059506257077	99.4047619047619
4	4	3	2.91357276627411	2.82842712474619	2.74576976164918	2.66666666666667
34	27	32	31.8271455325482	31.6568542494924	31.4915395232984	31.3333333333333
12	10	12	12	12	12	12
70	41	60.5	59.678941279604	58.8700576850888	58.0848127356672	57.3333333333333
18	16	11.8333333333333	11.2999693900665	10.7803584238438	10.2816217014966	9.80952380952381
33	25	28.6666666666667	28.2913566499401	27.9332998497182	27.5970853097998	27.2857142857143
109	50	90.8333333333333	89.3580217975885	87.9664773221009	86.6735364615813	85.4871794871795
39	27	26.5833333333333	25.577552548316	24.6037777566408	23.6756606380682	22.8035714285714
8	8	8	8	8	8	8
140	56	117	115.007421600818	113.11451772407	111.345202573851	109.714285714286
28	22	25	24.7395302929508	24.5004548379656	24.2854337989276	24.0952380952381
55	33	43.5833333333333	42.7874188136947	42.0103192602316	41.2640040600949	40.5583333333333
114	50	96.5	94.9962753883037	93.5708952091073	92.2394182108043	91.010989010989
25	19	17.9166666666667	17.3887263551858	16.9020268373247	16.460400243773	16.0645604395604
95	46	77.8333333333333	76.3480818132101	74.9082302597789	73.5332135936176	72.2380952380952
41	29	31.3333333333333	30.4974740720259	29.6798533604555	28.8918158672687	28.1428571428571
142	56	117	114.918395146001	112.895695464809	110.95932698437	109.130952380952
0	0	0	0	0	0	0
51	31	37.1666666666667	35.9702979295442	34.803357534807	33.681898045467	32.6190476190476
50	33	38.3333333333333	37.4048835995943	36.5065514923755	35.6503138197279	34.8452380952381
10	10	8.5	8.37035914941116	8.24264068711929	8.11865464247377	8
84	45	73.3333333333333	72.4913108333202	71.6781243676293	70.9045440580787	70.1785714285714
27	23	23	22.6542910650964	22.3137084989848	21.9830790465967	21.6666666666667
141	64	127.666666666667	126.555537157398	125.490103873788	124.484252797798	123.547619047619
70	39	60.3333333333333	59.4962860661543	58.6950268241825	57.9399403812488	57.2380952380952
7	7	7	7	7	7	7
29	24	24.3333333333333	23.9296102406553	23.5377177367246	23.1629670590228	22.8095238095238
57	36	43	41.9712244011762	40.9748621485257	40.0239748384494	39.1285714285714
27	19	22.6666666666667	22.3728086508319	22.0879702684187	21.8159192249805	21.5595238095238
9	9	9	9	9	9	9
66	39	54.3333333333333	53.3246196045741	52.3367076099479	51.3833553905671	50.4761904761905
