"Bio"	"Div"	"prod_0"	"prod_0.25"	"prod_0.5"	"prod_0.75"	"prod_1"
88	40	76.8333333333333	75.9492852223288	75.0771644662753	74.2293044249233	73.4166666666667
132	57	102.833333333333	100.57361268273	98.3809085775129	96.2844828239494	94.3071428571428
155	55	135.166666666667	133.791280223387	132.458482791473	131.186165759575	129.988095238095
174	70	141	138.226977276194	135.523112462779	132.925485077564	130.464285714286
108	52	90.3333333333333	88.8036801904756	87.337617285879	85.9542229884222	84.6666666666667
131	56	100.166666666667	97.7625046245629	95.4333449399988	93.2101405980247	91.1166666666666
183	67	156.833333333333	154.666603927781	152.59389432007	150.639694554775	148.820512820513
439	91	363.583333333333	357.05975539683	350.807034785358	344.905397498514	339.410256410256
75	45	58.25	56.8862004272117	55.5818801977802	54.3522161110417	53.2074175824176
83	41	74.1666666666667	73.5703133327913	72.9874652050304	72.4261133907527	71.8928571428571
399	91	324.92619047619	318.756003093748	312.884966525783	307.375925804508	302.268785268785
82	48	64.25	62.7997731934858	61.4103073225264	60.0979858726909	58.8740842490842
89	45	72.6666666666667	71.3369250320663	70.0745904605989	68.8950631362898	67.8078754578755
167	63	137.833333333333	135.57361268273	133.380908577513	131.284482823949	129.307142857143
272	72	219.759523809524	215.388096579194	211.235369733746	207.341994076367	203.733070983071
345	82	271.592857142857	265.560724703861	259.75320485901	254.235101842153	249.0544995545
282	78	224.092857142857	219.231279586123	214.601514595217	210.250730897039	206.209261459261
128	47	106.666666666667	104.819717664857	103.046907897857	101.371420285796	99.8095238095238
149	56	121.583333333333	119.335010035008	117.128667981576	114.994750199781	112.959523809524
48	33	37.9166666666667	37.1294446540081	36.3873082115632	35.6977095287205	35.0645604395604
209	64	169.666666666667	166.345479458683	163.113266561989	160.014109910662	157.083333333333
28	22	24.8333333333333	24.6407030921359	24.4497474683058	24.2631463317298	24.0833333333333
359	82	297.166666666667	291.901089909198	286.83047318024	282.021823926859	277.52380952381
84	45	70.3333333333333	69.1505771312508	68.0087353231673	66.9230194278455	65.9047619047619
68	37	60.3333333333333	59.7085669235065	59.0918830920368	58.4919951399757	57.9166666666667
208	73	167.333333333333	163.9826002236	160.793526071676	157.806147459364	155.045970695971
361	85	299.583333333333	294.359727920333	289.335107522984	284.574477531837	280.124542124542
173	55	142.583333333333	139.954920943852	137.451946853144	135.105135654401	132.934065934066
269	76	224.166666666667	220.287489666427	216.53011879312	212.945134198532	209.571428571429
181	66	154.833333333333	152.666603927781	150.59389432007	148.639694554775	146.820512820513
148	61	112.583333333333	109.974634872632	107.439296538647	105.012634944197	102.722619047619
172	62	133.42619047619	130.238707453815	127.211460946852	124.370850134541	121.733070983071
84	45	67.3333333333333	65.8901074242015	64.5091901611328	63.2084532267731	62
63	33	56.3333333333333	55.8382077740953	55.3492424049175	54.8733404975019	54.4166666666667
146	54	111.666666666667	108.778803633184	105.955957474531	103.237136588436	100.654761904762
539	97	455.916666666667	448.730083936307	441.830033896321	435.305673842485	429.21978021978
