"Bio"	"Div"	"prod_0"	"prod_0.25"	"prod_0.5"	"prod_0.75"	"prod_1"
3	3	2	1.91357276627411	1.82842712474619	1.74576976164918	1.66666666666667
0	0	0	0	0	0	0
3	3	3	3	3	3	3
1	1	0.5	0.456786383137055	0.414213562373095	0.372884880824589	0.333333333333333
0	0	0	0	0	0	0
0	0	0	0	0	0	0
1	1	1	1	1	1	1
4	3	4	4	4	4	4
2	2	2	2	2	2	2
3	3	3	3	3	3	3
4	4	2	1.82595752667666	1.67202771321939	1.53966403727839	1.42857142857143
3	2	2	1.91357276627411	1.82842712474619	1.74576976164918	1.66666666666667
0	0	0	0	0	0	0
4	4	3	2.91357276627411	2.82842712474619	2.74576976164918	2.66666666666667
2	2	2	2	2	2	2
1	1	1	1	1	1	1
3	3	2.5	2.5	2.5	2.5	2.5
1	1	1	1	1	1	1
0	0	0	0	0	0	0
1	1	1	1	1	1	1
1	1	1	1	1	1	1
1	1	1	1	1	1	1
0	0	0	0	0	0	0
0	0	0	0	0	0	0
1	1	1	1	1	1	1
1	1	1	1	1	1	1
5	5	4	3.91357276627411	3.82842712474619	3.74576976164918	3.66666666666667
2	2	1.5	1.45678638313706	1.41421356237309	1.37288488082459	1.33333333333333
3	3	2.5	2.45678638313706	2.41421356237309	2.37288488082459	2.33333333333333
3	3	3	3	3	3	3
1	1	1	1	1	1	1
6	5	4	3.82714553254822	3.65685424949238	3.49153952329836	3.33333333333333
2	2	1	0.91357276627411	0.82842712474619	0.745769761649178	0.666666666666666
1	1	1	1	1	1	1
1	1	1	1	1	1	1
4	4	4	4	4	4	4
2	2	2	2	2	2	2
3	3	2	1.91357276627411	1.82842712474619	1.74576976164918	1.66666666666667
1	1	1	1	1	1	1
3	3	2.5	2.45678638313706	2.41421356237309	2.37288488082459	2.33333333333333
1	1	1	1	1	1	1
1	1	1	1	1	1	1
0	0	0	0	0	0	0
0	0	0	0	0	0	0
2	2	2	2	2	2	2
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
1	1	1	1	1	1	1
0	0	0	0	0	0	0
4	4	3	2.91357276627411	2.82842712474619	2.74576976164918	2.66666666666667
1	1	1	1	1	1	1
2	2	2	2	2	2	2
2	2	2	2	2	2	2
2	2	2	2	2	2	2
0	0	0	0	0	0	0
0	0	0	0	0	0	0
2	2	2	2	2	2	2
3	3	3	3	3	3	3
3	3	3	3	3	3	3
3	3	3	3	3	3	3
0	0	0	0	0	0	0
4	4	3.5	3.45678638313706	3.41421356237309	3.37288488082459	3.33333333333333
1	1	1	1	1	1	1
2	2	2	2	2	2	2
0	0	0	0	0	0	0
5	5	3	2.82714553254822	2.65685424949238	2.49153952329836	2.33333333333333
0	0	0	0	0	0	0
2	2	2	2	2	2	2
3	3	3	3	3	3	3
2	2	1.5	1.45678638313706	1.41421356237309	1.37288488082459	1.33333333333333
3	3	3	3	3	3	3
3	3	2	1.91357276627411	1.82842712474619	1.74576976164918	1.66666666666667
3	3	3	3	3	3	3
5	4	3.33333333333333	3.27034394272476	3.20710678118655	3.14449168925606	3.08333333333333
1	1	1	1	1	1	1
1	1	1	1	1	1	1
0	0	0	0	0	0	0
0	0	0	0	0	0	0
3	3	1.83333333333333	1.73210555869594	1.63822280011289	1.55277289325072	1.47619047619048
3	3	2	1.91357276627411	1.82842712474619	1.74576976164918	1.66666666666667
0	0	0	0	0	0	0
1	1	1	1	1	1	1
2	2	2	2	2	2	2
5	5	3	2.82595752667666	2.67202771321939	2.53966403727839	2.42857142857143
2	2	1.5	1.45678638313706	1.41421356237309	1.37288488082459	1.33333333333333
4	4	3	2.91357276627411	2.82842712474619	2.74576976164918	2.66666666666667
3	3	2.5	2.45678638313706	2.41421356237309	2.37288488082459	2.33333333333333
3	2	3	3	3	3	3
0	0	0	0	0	0	0
6	5	4	3.82714553254822	3.65685424949238	3.49153952329836	3.33333333333333
0	0	0	0	0	0	0
1	1	1	1	1	1	1
2	2	2	2	2	2	2
4	4	3	2.91357276627411	2.82842712474619	2.74576976164918	2.66666666666667
2	2	1.5	1.45678638313706	1.41421356237309	1.37288488082459	1.33333333333333
3	3	2	1.91357276627411	1.82842712474619	1.74576976164918	1.66666666666667
1	1	1	1	1	1	1
3	3	3	3	3	3	3
1	1	1	1	1	1	1
4	4	3	2.91357276627411	2.82842712474619	2.74576976164918	2.66666666666667
4	4	4	4	4	4	4
3	3	2.5	2.45678638313706	2.41421356237309	2.37288488082459	2.33333333333333
1	1	1	1	1	1	1
3	3	3	3	3	3	3
3	3	3	3	3	3	3
3	3	3	3	3	3	3
5	5	2.33333333333333	2.10246470810711	1.88086348723218	1.67142753572449	1.47619047619047
2	2	2	2	2	2	2
0	0	0	0	0	0	0
0	0	0	0	0	0	0
1	1	1	1	1	1	1
0	0	0	0	0	0	0
0	0	0	0	0	0	0
1	1	1	1	1	1	1
6	5	4.33333333333333	4.188891941833	4.05243636248599	3.92565777407531	3.80952380952381
1	1	1	1	1	1	1
1	1	1	1	1	1	1
2	2	2	2	2	2	2
0	0	0	0	0	0	0
1	1	1	1	1	1	1
0	0	0	0	0	0	0
4	4	4	4	4	4	4
2	2	2	2	2	2	2
1	1	1	1	1	1	1
0	0	0	0	0	0	0
2	2	2	2	2	2	2
2	2	2	2	2	2	2
1	1	1	1	1	1	1
2	2	1.5	1.45678638313706	1.41421356237309	1.37288488082459	1.33333333333333
2	2	2	2	2	2	2
1	1	1	1	1	1	1
2	2	2	2	2	2	2
0	0	0	0	0	0	0
4	4	3.5	3.45678638313706	3.41421356237309	3.37288488082459	3.33333333333333
1	1	1	1	1	1	1
5	5	4	3.91357276627411	3.82842712474619	3.74576976164918	3.66666666666667
0	0	0	0	0	0	0
2	2	2	2	2	2	2
0	0	0	0	0	0	0
3	3	3	3	3	3	3
2	2	2	2	2	2	2
3	3	3	3	3	3	3
2	2	2	2	2	2	2
2	2	2	2	2	2	2
1	1	1	1	1	1	1
4	4	4	4	4	4	4
3	3	3	3	3	3	3
4	4	3.5	3.45678638313706	3.41421356237309	3.37288488082459	3.33333333333333
1	1	1	1	1	1	1
2	2	2	2	2	2	2
0	0	0	0	0	0	0
2	2	2	2	2	2	2
1	1	1	1	1	1	1
6	5	4.33333333333333	4.20956962513129	4.08963099970993	3.97493909111467	3.86666666666667
3	3	1.33333333333333	1.188891941833	1.05243636248599	0.925657774075309	0.809523809523809
2	2	1	0.91357276627411	0.82842712474619	0.745769761649178	0.666666666666666
3	3	2	1.91357276627411	1.82842712474619	1.74576976164918	1.66666666666667
3	3	2.5	2.45678638313706	2.41421356237309	2.37288488082459	2.33333333333333
1	1	1	1	1	1	1
0	0	0	0	0	0	0
1	1	0.5	0.456786383137055	0.414213562373095	0.372884880824589	0.333333333333333
0	0	0	0	0	0	0
2	2	1	0.91357276627411	0.82842712474619	0.745769761649178	0.666666666666666
0	0	0	0	0	0	0
2	2	1	0.91357276627411	0.82842712474619	0.745769761649178	0.666666666666666
0	0	0	0	0	0	0
1	1	1	1	1	1	1
2	2	2	2	2	2	2
1	1	1	1	1	1	1
3	2	3	3	3	3	3
2	2	2	2	2	2	2
1	1	1	1	1	1	1
2	2	2	2	2	2	2
2	2	1	0.91357276627411	0.82842712474619	0.745769761649178	0.666666666666666
5	5	3.5	3.37035914941116	3.24264068711928	3.11865464247377	3
4	4	3	2.91357276627411	2.82842712474619	2.74576976164918	2.66666666666667
0	0	0	0	0	0	0
3	3	3	3	3	3	3
3	3	2	1.91357276627411	1.82842712474619	1.74576976164918	1.66666666666667
3	3	3	3	3	3	3
3	3	3	3	3	3	3
3	3	2	1.91357276627411	1.82842712474619	1.74576976164918	1.66666666666667
2	2	2	2	2	2	2
2	2	2	2	2	2	2
3	3	3	3	3	3	3
1	1	0.5	0.456786383137055	0.414213562373095	0.372884880824589	0.333333333333333
2	2	1	0.91357276627411	0.82842712474619	0.745769761649178	0.666666666666666
4	4	3	2.91357276627411	2.82842712474619	2.74576976164918	2.66666666666667
4	4	2.33333333333333	2.188891941833	2.05243636248599	1.92565777407531	1.80952380952381
3	3	0.916666666666666	0.82543698402948	0.737109795669412	0.653238075412742	0.575
0	0	0	0	0	0	0
4	4	2.58333333333333	2.47741196608995	2.38539971553621	2.30746309683325	2.24285714285714
4	4	3	2.91357276627411	2.82842712474619	2.74576976164918	2.66666666666667
0	0	0	0	0	0	0
5	5	3.33333333333333	3.188891941833	3.05243636248599	2.92565777407531	2.80952380952381
0	0	0	0	0	0	0
3	3	2	1.91357276627411	1.82842712474619	1.74576976164918	1.66666666666667
6	6	4.16666666666667	4.00742473425483	3.86223203785269	3.73266090567685	3.61904761904762
0	0	0	0	0	0	0
0	0	0	0	0	0	0
1	1	0.5	0.456786383137055	0.414213562373095	0.372884880824589	0.333333333333333
2	2	2	2	2	2	2
0	0	0	0	0	0	0
6	5	3	2.73953029295077	2.50045483796558	2.28543379892757	2.09523809523809
4	4	4	4	4	4	4
1	1	1	1	1	1	1
3	3	2.5	2.45678638313706	2.41421356237309	2.37288488082459	2.33333333333333
1	1	1	1	1	1	1
3	3	1.83333333333333	1.73210555869594	1.63822280011289	1.55277289325072	1.47619047619048
1	1	1	1	1	1	1
1	1	1	1	1	1	1
6	6	4	3.82595752667666	3.67202771321939	3.53966403727839	3.42857142857143
2	2	2	2	2	2	2
1	1	1	1	1	1	1
1	1	1	1	1	1	1
3	2	1.33333333333333	1.20956962513129	1.08963099970993	0.974939091114668	0.866666666666666
0	0	0	0	0	0	0
4	4	2	1.82595752667666	1.67202771321939	1.53966403727839	1.42857142857143
0	0	0	0	0	0	0
0	0	0	0	0	0	0
3	3	2	1.91357276627411	1.82842712474619	1.74576976164918	1.66666666666667
3	3	2.5	2.45678638313706	2.41421356237309	2.37288488082459	2.33333333333333
4	4	2.33333333333333	2.188891941833	2.05243636248599	1.92565777407531	1.80952380952381
4	4	2	1.82714553254822	1.65685424949238	1.49153952329836	1.33333333333333
3	3	2	1.91357276627411	1.82842712474619	1.74576976164918	1.66666666666667
3	3	0.999999999999999	0.825957526676661	0.672027713219388	0.539664037278393	0.428571428571429
2	2	2	2	2	2	2
1	1	1	1	1	1	1
2	2	1	0.91357276627411	0.82842712474619	0.745769761649178	0.666666666666666
5	5	3.5	3.37035914941116	3.24264068711928	3.11865464247377	3
2	2	2	2	2	2	2
1	1	1	1	1	1	1
2	2	2	2	2	2	2
2	2	1.5	1.45678638313706	1.41421356237309	1.37288488082459	1.33333333333333
0	0	0	0	0	0	0
3	3	3	3	3	3	3
0	0	0	0	0	0	0
1	1	1	1	1	1	1
3	3	2	1.91357276627411	1.82842712474619	1.74576976164918	1.66666666666667
1	1	1	1	1	1	1
1	1	0.5	0.456786383137055	0.414213562373095	0.372884880824589	0.333333333333333
2	2	2	2	2	2	2
3	3	2	1.91357276627411	1.82842712474619	1.74576976164918	1.66666666666667
1	1	1	1	1	1	1
4	4	3.5	3.45678638313706	3.41421356237309	3.37288488082459	3.33333333333333
3	3	3	3	3	3	3
0	0	0	0	0	0	0
1	1	1	1	1	1	1
1	1	0.5	0.456786383137055	0.414213562373095	0.372884880824589	0.333333333333333
3	3	2	1.91357276627411	1.82842712474619	1.74576976164918	1.66666666666667
3	3	2	1.91357276627411	1.82842712474619	1.74576976164918	1.66666666666667
3	3	1.66666666666667	1.55063835111777	1.44801847547959	1.35977602485226	1.28571428571429
4	4	2	1.82714553254822	1.65685424949238	1.49153952329836	1.33333333333333
2	2	2	2	2	2	2
2	2	1.5	1.45678638313706	1.41421356237309	1.37288488082459	1.33333333333333
2	2	2	2	2	2	2
2	2	2	2	2	2	2
3	3	1.58333333333333	1.46606274538943	1.36686638059694	1.28531451065484	1.21978021978022
0	0	0	0	0	0	0
7	5	4.41666666666667	4.28222336716653	4.15132335804251	4.02612295623733	3.90833333333333
0	0	0	0	0	0	0
0	0	0	0	0	0	0
1	1	1	1	1	1	1
0	0	0	0	0	0	0
2	2	2	2	2	2	2
0	0	0	0	0	0	0
4	4	2.25	2.11566555680517	1.9898176025426	1.8733448460563	1.76666666666667
3	3	2.5	2.45678638313706	2.41421356237309	2.37288488082459	2.33333333333333
1	1	1	1	1	1	1
2	2	1	0.91357276627411	0.82842712474619	0.745769761649178	0.666666666666666
4	4	2	1.82595752667666	1.67202771321939	1.53966403727839	1.42857142857143
4	4	2.83333333333333	2.73210555869594	2.63822280011289	2.55277289325072	2.47619047619048
2	2	2	2	2	2	2
3	3	3	3	3	3	3
0	0	0	0	0	0	0
5	5	3.16666666666667	3.00742473425483	2.86223203785269	2.73266090567685	2.61904761904762
4	4	2.5	2.37035914941116	2.24264068711928	2.11865464247377	2
1	1	1	1	1	1	1
2	2	2	2	2	2	2
4	4	4	4	4	4	4
4	4	2.33333333333333	2.188891941833	2.05243636248599	1.92565777407531	1.80952380952381
1	1	1	1	1	1	1
3	3	2.5	2.45678638313706	2.41421356237309	2.37288488082459	2.33333333333333
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
5	5	2	1.73953029295077	1.50045483796558	1.28543379892757	1.09523809523809
3	3	3	3	3	3	3
2	2	2	2	2	2	2
4	4	3	2.91357276627411	2.82842712474619	2.74576976164918	2.66666666666667
0	0	0	0	0	0	0
5	5	3.33333333333333	3.188891941833	3.05243636248599	2.92565777407531	2.80952380952381
4	4	2.5	2.37035914941116	2.24264068711928	2.11865464247377	2
2	2	1	0.91357276627411	0.82842712474619	0.745769761649178	0.666666666666666
3	3	1.66666666666667	1.55063835111777	1.44801847547959	1.35977602485226	1.28571428571429
1	1	1	1	1	1	1
0	0	0	0	0	0	0
4	4	3	2.91357276627411	2.82842712474619	2.74576976164918	2.66666666666667
0	0	0	0	0	0	0
4	4	4	4	4	4	4
1	1	1	1	1	1	1
0	0	0	0	0	0	0
4	4	2	1.82714553254822	1.65685424949238	1.49153952329836	1.33333333333333
1	1	1	1	1	1	1
0	0	0	0	0	0	0
2	2	2	2	2	2	2
4	4	3	2.91357276627411	2.82842712474619	2.74576976164918	2.66666666666667
1	1	1	1	1	1	1
3	2	2	2	2	2	2
2	2	2	2	2	2	2
4	4	4	4	4	4	4
2	2	1.5	1.45678638313706	1.41421356237309	1.37288488082459	1.33333333333333
1	1	1	1	1	1	1
3	3	3	3	3	3	3
3	3	3	3	3	3	3
2	2	2	2	2	2	2
0	0	0	0	0	0	0
3	3	3	3	3	3	3
0	0	0	0	0	0	0
2	2	2	2	2	2	2
4	4	1.83333333333333	1.64567832497005	1.46664992485908	1.2985426548999	1.14285714285714
2	2	2	2	2	2	2
2	2	2	2	2	2	2
2	2	2	2	2	2	2
3	3	3	3	3	3	3
1	1	1	1	1	1	1
4	4	3	2.91357276627411	2.82842712474619	2.74576976164918	2.66666666666667
2	2	2	2	2	2	2
1	1	1	1	1	1	1
0	0	0	0	0	0	0
1	1	1	1	1	1	1
0	0	0	0	0	0	0
3	3	2	1.91357276627411	1.82842712474619	1.74576976164918	1.66666666666667
0	0	0	0	0	0	0
1	1	1	1	1	1	1
2	2	2	2	2	2	2
2	2	2	2	2	2	2
3	3	2.5	2.45678638313706	2.41421356237309	2.37288488082459	2.33333333333333
2	2	2	2	2	2	2
0	0	0	0	0	0	0
0	0	0	0	0	0	0
3	3	3	3	3	3	3
0	0	0	0	0	0	0
2	2	2	2	2	2	2
2	2	2	2	2	2	2
4	4	4	4	4	4	4
1	1	1	1	1	1	1
2	2	2	2	2	2	2
2	2	1	0.91357276627411	0.82842712474619	0.745769761649178	0.666666666666666
3	3	3	3	3	3	3
3	3	3	3	3	3	3
1	1	1	1	1	1	1
7	7	4	3.73953029295077	3.50045483796558	3.28543379892757	3.09523809523809
4	4	3	2.91357276627411	2.82842712474619	2.74576976164918	2.66666666666667
2	2	2	2	2	2	2
0	0	0	0	0	0	0
0	0	0	0	0	0	0
2	1	2	2	2	2	2
1	1	1	1	1	1	1
2	2	2	2	2	2	2
1	1	1	1	1	1	1
2	2	2	2	2	2	2
1	1	1	1	1	1	1
1	1	1	1	1	1	1
1	1	1	1	1	1	1
0	0	0	0	0	0	0
5	5	4	3.91357276627411	3.82842712474619	3.74576976164918	3.66666666666667
3	3	2.5	2.45678638313706	2.41421356237309	2.37288488082459	2.33333333333333
2	2	1	0.91357276627411	0.82842712474619	0.745769761649178	0.666666666666666
0	0	0	0	0	0	0
0	0	0	0	0	0	0
1	1	1	1	1	1	1
5	5	4	3.91357276627411	3.82842712474619	3.74576976164918	3.66666666666667
2	2	1.5	1.5	1.5	1.5	1.5
1	1	1	1	1	1	1
1	1	1	1	1	1	1
2	2	2	2	2	2	2
2	2	2	2	2	2	2
0	0	0	0	0	0	0
0	0	0	0	0	0	0
3	3	3	3	3	3	3
0	0	0	0	0	0	0
2	2	2	2	2	2	2
0	0	0	0	0	0	0
2	2	2	2	2	2	2
3	3	2	1.91357276627411	1.82842712474619	1.74576976164918	1.66666666666667
0	0	0	0	0	0	0
3	3	2.5	2.45678638313706	2.41421356237309	2.37288488082459	2.33333333333333
0	0	0	0	0	0	0
1	1	1	1	1	1	1
3	3	1.33333333333333	1.188891941833	1.05243636248599	0.925657774075309	0.809523809523809
3	3	2.5	2.45678638313706	2.41421356237309	2.37288488082459	2.33333333333333
0	0	0	0	0	0	0
2	2	2	2	2	2	2
4	4	2.33333333333333	2.188891941833	2.05243636248599	1.92565777407531	1.80952380952381
4	3	4	4	4	4	4
4	4	3	2.91357276627411	2.82842712474619	2.74576976164918	2.66666666666667
2	2	1.5	1.45678638313706	1.41421356237309	1.37288488082459	1.33333333333333
0	0	0	0	0	0	0
3	3	3	3	3	3	3
0	0	0	0	0	0	0
1	1	1	1	1	1	1
2	2	2	2	2	2	2
0	0	0	0	0	0	0
3	3	2	1.91357276627411	1.82842712474619	1.74576976164918	1.66666666666667
2	2	2	2	2	2	2
0	0	0	0	0	0	0
1	1	1	1	1	1	1
3	3	1.33333333333333	1.188891941833	1.05243636248599	0.925657774075309	0.809523809523809
4	4	4	4	4	4	4
4	4	4	4	4	4	4
1	1	1	1	1	1	1
3	3	3	3	3	3	3
1	1	1	1	1	1	1
3	3	3	3	3	3	3
0	0	0	0	0	0	0
0	0	0	0	0	0	0
2	2	2	2	2	2	2
0	0	0	0	0	0	0
2	2	1.5	1.45678638313706	1.41421356237309	1.37288488082459	1.33333333333333
1	1	1	1	1	1	1
1	1	1	1	1	1	1
3	3	3	3	3	3	3
3	3	3	3	3	3	3
2	1	2	2	2	2	2
2	2	1.5	1.45678638313706	1.41421356237309	1.37288488082459	1.33333333333333
2	2	2	2	2	2	2
1	1	1	1	1	1	1
0	0	0	0	0	0	0
1	1	1	1	1	1	1
2	2	2	2	2	2	2
2	2	2	2	2	2	2
2	2	2	2	2	2	2
1	1	1	1	1	1	1
3	3	2	1.91357276627411	1.82842712474619	1.74576976164918	1.66666666666667
4	4	4	4	4	4	4
1	1	1	1	1	1	1
2	1	2	2	2	2	2
1	1	0.5	0.456786383137055	0.414213562373095	0.372884880824589	0.333333333333333
0	0	0	0	0	0	0
1	1	1	1	1	1	1
2	2	2	2	2	2	2
1	1	1	1	1	1	1
1	1	1	1	1	1	1
1	1	1	1	1	1	1
3	3	1.83333333333333	1.73210555869594	1.63822280011289	1.55277289325072	1.47619047619048
1	1	0.5	0.456786383137055	0.414213562373095	0.372884880824589	0.333333333333333
3	3	3	3	3	3	3
0	0	0	0	0	0	0
2	2	1	0.91357276627411	0.82842712474619	0.745769761649178	0.666666666666666
3	3	2.5	2.45678638313706	2.41421356237309	2.37288488082459	2.33333333333333
2	2	2	2	2	2	2
4	4	3	2.91357276627411	2.82842712474619	2.74576976164918	2.66666666666667
0	0	0	0	0	0	0
1	1	1	1	1	1	1
0	0	0	0	0	0	0
5	5	4	3.91357276627411	3.82842712474619	3.74576976164918	3.66666666666667
4	4	4	4	4	4	4
0	0	0	0	0	0	0
2	2	1	0.91357276627411	0.82842712474619	0.745769761649178	0.666666666666666
0	0	0	0	0	0	0
1	1	1	1	1	1	1
3	3	1.33333333333333	1.188891941833	1.05243636248599	0.925657774075309	0.809523809523809
0	0	0	0	0	0	0
2	2	2	2	2	2	2
4	4	3	2.91357276627411	2.82842712474619	2.74576976164918	2.66666666666667
5	5	3.16666666666667	3.00742473425483	2.86223203785269	2.73266090567685	2.61904761904762
1	1	1	1	1	1	1
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
3	3	0.916666666666666	0.74138192094832	0.590875618336735	0.465202523080974	0.362637362637363
0	0	0	0	0	0	0
2	2	2	2	2	2	2
2	2	2	2	2	2	2
1	1	1	1	1	1	1
2	2	2	2	2	2	2
0	0	0	0	0	0	0
1	1	1	1	1	1	1
2	2	2	2	2	2	2
2	2	1.5	1.45678638313706	1.41421356237309	1.37288488082459	1.33333333333333
4	4	3	2.91357276627411	2.82842712474619	2.74576976164918	2.66666666666667
0	0	0	0	0	0	0
4	4	4	4	4	4	4
3	3	3	3	3	3	3
1	1	1	1	1	1	1
0	0	0	0	0	0	0
0	0	0	0	0	0	0
2	2	2	2	2	2	2
1	1	1	1	1	1	1
1	1	1	1	1	1	1
0	0	0	0	0	0	0
3	3	2.5	2.45678638313706	2.41421356237309	2.37288488082459	2.33333333333333
3	3	2	1.91357276627411	1.82842712474619	1.74576976164918	1.66666666666667
2	2	2	2	2	2	2
3	3	3	3	3	3	3
4	4	2	1.82714553254822	1.65685424949238	1.49153952329836	1.33333333333333
4	4	3	2.91357276627411	2.82842712474619	2.74576976164918	2.66666666666667
1	1	1	1	1	1	1
0	0	0	0	0	0	0
2	2	2	2	2	2	2
1	1	0.5	0.456786383137055	0.414213562373095	0.372884880824589	0.333333333333333
3	3	3	3	3	3	3
0	0	0	0	0	0	0
3	3	1.58333333333333	1.51565035011877	1.45428369660986	1.39918189283859	1.35
5	5	3	2.82714553254822	2.65685424949238	2.49153952329836	2.33333333333333
4	4	3	2.91357276627411	2.82842712474619	2.74576976164918	2.66666666666667
0	0	0	0	0	0	0
6	6	2.5	2.19631667608783	1.91466840033867	1.65831867975216	1.42857142857143
4	3	3	2.91357276627411	2.82842712474619	2.74576976164918	2.66666666666667
0	0	0	0	0	0	0
0	0	0	0	0	0	0
6	6	4	3.82714553254822	3.65685424949238	3.49153952329836	3.33333333333333
0	0	0	0	0	0	0
3	3	0.999999999999999	0.825957526676661	0.672027713219388	0.539664037278393	0.428571428571429
3	3	3	3	3	3	3
2	2	2	2	2	2	2
2	2	2	2	2	2	2
3	3	3	3	3	3	3
1	1	1	1	1	1	1
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
4	4	1.66666666666667	1.5024495014207	1.34532958129944	1.19726458250678	1.05952380952381
2	2	1.33333333333333	1.27531917555889	1.2240092377398	1.17988801242613	1.14285714285714
2	2	2	2	2	2	2
2	2	1	0.91357276627411	0.82842712474619	0.745769761649178	0.666666666666666
3	3	2	1.91357276627411	1.82842712474619	1.74576976164918	1.66666666666667
0	0	0	0	0	0	0
0	0	0	0	0	0	0
3	3	3	3	3	3	3
0	0	0	0	0	0	0
3	3	2	1.91357276627411	1.82842712474619	1.74576976164918	1.66666666666667
4	3	2.83333333333333	2.73210555869594	2.63822280011289	2.55277289325072	2.47619047619048
2	2	1	0.91357276627411	0.82842712474619	0.745769761649178	0.666666666666666
4	4	3	2.91357276627411	2.82842712474619	2.74576976164918	2.66666666666667
5	5	4	3.91357276627411	3.82842712474619	3.74576976164918	3.66666666666667
2	2	1.5	1.45678638313706	1.41421356237309	1.37288488082459	1.33333333333333
3	3	3	3	3	3	3
2	2	2	2	2	2	2
2	2	2	2	2	2	2
2	2	1.5	1.45678638313706	1.41421356237309	1.37288488082459	1.33333333333333
3	3	3	3	3	3	3
2	2	2	2	2	2	2
3	3	2.5	2.45678638313706	2.41421356237309	2.37288488082459	2.33333333333333
0	0	0	0	0	0	0
6	6	4	3.82714553254822	3.65685424949238	3.49153952329836	3.33333333333333
2	2	1.5	1.45678638313706	1.41421356237309	1.37288488082459	1.33333333333333
1	1	1	1	1	1	1
5	5	2.83333333333333	2.64567832497005	2.46664992485908	2.2985426548999	2.14285714285714
3	3	2	1.91357276627411	1.82842712474619	1.74576976164918	1.66666666666667
4	4	2.33333333333333	2.188891941833	2.05243636248599	1.92565777407531	1.80952380952381
1	1	1	1	1	1	1
4	3	4	4	4	4	4
2	2	0.666666666666666	0.550638351117774	0.448018475479592	0.359776024852262	0.285714285714286
2	2	1	0.91357276627411	0.82842712474619	0.745769761649178	0.666666666666666
4	3	3	2.91357276627411	2.82842712474619	2.74576976164918	2.66666666666667
0	0	0	0	0	0	0
4	4	4	4	4	4	4
3	3	3	3	3	3	3
2	2	2	2	2	2	2
0	0	0	0	0	0	0
4	4	3	2.91357276627411	2.82842712474619	2.74576976164918	2.66666666666667
1	1	0.5	0.456786383137055	0.414213562373095	0.372884880824589	0.333333333333333
2	2	1.5	1.45678638313706	1.41421356237309	1.37288488082459	1.33333333333333
1	1	1	1	1	1	1
0	0	0	0	0	0	0
1	1	1	1	1	1	1
3	3	2	1.91357276627411	1.82842712474619	1.74576976164918	1.66666666666667
