"Bio"	"Div"	"prod_0"	"prod_0.25"	"prod_0.5"	"prod_0.75"	"prod_1"
151	56	122.916666666667	120.491897832332	118.160327789192	115.95146535392	113.886446886447
134	53	102.333333333333	99.6012628909484	97.0241910221017	94.6315715474345	92.4395604395604
117	56	99.25	97.7202925906189	96.2412917272694	94.8316369602448	93.5054945054945
132	54	105.333333333333	103.104911076091	100.978478754749	98.9812337864057	97.1309523809524
134	58	105.666666666667	103.403283946692	101.209335702259	99.1141540879111	97.1404761904762
137	57	106.333333333333	103.758014135316	101.307360717461	99.0124373469824	96.8928571428571
146	58	111.666666666667	108.69616362642	105.816460519558	103.066427187235	100.47619047619
84	44	70.5	69.4167109236907	68.3847595851706	67.4172419856784	66.522619047619
141	51	117.066666666667	115.271639069337	113.580169509655	112.011551344522	110.57619047619
147	54	119.566666666667	117.512357368159	115.565450883894	113.74886062947	112.07619047619
160	57	125.033333333333	122.213603116241	119.566865123267	117.118096424013	114.879120879121
100	47	83.8333333333333	82.4356970528076	81.0646296713057	79.7393193179884	78.4761904761905
147	56	125.583333333333	123.842246976153	122.174523315453	120.600470326989	119.134065934066
145	59	117.416666666667	115.121538682921	112.917687102072	110.832810711446	108.886446886447
99	45	78.6666666666667	76.9085209103259	75.1881338456572	73.5294014961866	71.9523809523809
96	46	86.3333333333333	85.6045789890501	84.8886208729333	84.1953274226589	83.5333333333333
129	50	108.666666666667	106.908520910326	105.188133845657	103.529401496187	101.952380952381
141	51	117.5	115.466583995698	113.498384358989	111.621838426716	109.857142857143
158	62	129.166666666667	126.857694318086	124.653896192086	122.583287996696	120.664285714286
134	54	110.75	108.830182032981	106.984387252354	105.235725401646	103.600732600733
143	53	117.083333333333	114.846219507362	112.693677864333	110.65292269902	108.74358974359
138	55	115.333333333333	113.372732027718	111.464579445883	109.634947282688	107.904761904762
145	58	114.583333333333	112.005696554453	109.52419070543	107.170878522605	104.969047619048
148	59	121	118.949012813678	116.991137164355	115.148931169373	113.437179487179
139	53	103.166666666667	100.161701988064	97.30409460798	94.6277594500035	92.1538461538461
88	43	70.9166666666667	69.5302126429143	68.2040288285104	66.9541037001495	65.7912087912088
83	43	65.1666666666667	63.7974434620924	62.4602117842993	61.1734375687653	59.9523809523809
139	49	110.75	108.310430624754	105.970123464558	103.758468485521	101.695970695971
150	59	124.583333333333	122.400561114475	120.322537900555	118.372236172179	116.564102564103
135	56	108.166666666667	105.844367879364	103.603257083961	101.473153974866	99.4761904761905
155	59	123.083333333333	120.337596089385	117.722487675132	115.267864136879	112.992673992674
136	55	118.166666666667	116.816933139519	115.51257988525	114.270843399785	113.104761904762
137	57	107.166666666667	104.688403868248	102.265230050398	99.930453978054	97.7119047619047
139	61	110.833333333333	108.48262147008	106.207674970968	104.039035724089	102
126	60	98.6666666666667	96.3875814962274	94.1890435215884	92.1002690940418	90.1428571428571
150	53	123.083333333333	120.759792273636	118.522104989079	116.398692460669	114.410256410256
155	63	125.166666666667	122.666538179079	120.243208876901	117.929297174995	115.75
150	67	121	118.586413422439	116.299726946396	114.166249736081	112.201465201465
120	45	104.666666666667	103.340657078955	102.045998221926	100.800552687941	99.6190476190476
155	57	125	122.486258977372	120.03783108854	117.688175792616	115.464285714286
140	57	107.166666666667	104.334556455516	101.647240358488	99.1362199267052	96.8205128205128
146	53	122.5	120.554199235296	118.654783770516	116.827944151087	115.095238095238
136	61	112.066666666667	110.195787026695	108.399069339828	106.699816185026	105.114285714286
131	50	113	111.523385782083	110.096705591586	108.738938652826	107.464285714286
145	59	120.833333333333	118.743091177129	116.707220133002	114.753601925162	112.904761904762
147	53	120.5	118.294917534118	116.140065144755	114.065253436034	112.095238095238
125	57	95.3666666666667	92.9692511512247	90.6957420060807	88.5692033565596	86.6033882783883
158	61	129.833333333333	127.407322226604	125.079175694309	122.877003839722	120.820512820513
134	55	103.833333333333	101.23327975328	98.7512034075284	96.4166678770006	94.2490842490842
142	59	115	112.662900671786	110.413052759328	108.280157106468	106.285714285714
135	59	107.5	105.303268740005	103.173801796326	101.139991134693	99.2238095238095
137	58	106.333333333333	103.760390147059	101.277013790007	98.9161883190223	96.7023809523809
155	62	123.833333333333	121.227116514575	118.749474414702	116.429396067811	114.284798534799
107	51	95	94.0592404133936	93.1709454345301	92.3437902461046	91.5824175824176
146	66	128.5	126.985147398054	125.527821610512	124.147219856821	122.857142857143
131	51	104.592857142857	102.377037471083	100.290695892103	98.347651433989	96.5544995544995
130	57	106.5	104.629487997482	102.807725196391	101.059506257077	99.4047619047619
136	47	115.666666666667	113.994948144052	112.359706720911	110.783631734537	109.285714285714
121	52	101	99.2885689911658	97.6512575233288	96.109050091963	94.6761904761905
131	49	106	103.923370378836	101.912597921363	99.9947233075403	98.1904761904762
105	53	86.1666666666667	84.5381617609147	82.9454931585379	81.4107468537129	79.9523809523809
147	62	112.833333333333	109.981562024738	107.325078771543	104.890549057872	102.688644688645
149	61	128.416666666667	126.641290091148	124.931950889868	123.310067627571	121.791208791209
151	59	123.666666666667	121.397521480606	119.24729058391	117.240591962005	115.391941391941
123	58	92.3666666666667	89.9003846182293	87.5558584746766	85.3574105971747	83.3200549450549
114	47	88.75	86.6561395596574	84.6564149655736	82.7753894389245	81.029304029304
140	56	117	115.007421600818	113.11451772407	111.345202573851	109.714285714286
145	57	115.833333333333	113.390030997648	111.034373102888	108.797533676549	106.702380952381
118	48	92.7	90.7324669999421	88.8575272532954	87.0944384710508	85.4557692307692
140	57	114.833333333333	112.666603927781	110.59389432007	108.639694554775	106.820512820513
152	58	124.583333333333	122.381298487494	120.29208048569	118.340281006271	116.540750915751
135	54	110.833333333333	108.743091177129	106.707220133002	104.753601925162	102.904761904762
147	61	115.666666666667	113.007410922968	110.490386108995	108.144680403407	105.987179487179
142	56	117	114.918395146001	112.895695464809	110.95932698437	109.130952380952
142	63	117	114.83694314511	112.741025046109	110.74049306919	108.857142857143
145	60	112	109.241892493407	106.598261981654	104.101204268697	101.772893772894
135	58	104.166666666667	101.57773493361	99.1019829291008	96.7713159646039	94.6071428571428
82	47	67.1666666666667	65.8838706958183	64.6317846595532	63.4276678071162	62.2857142857143
145	55	121.333333333333	119.603314556625	117.928977278415	116.332532386414	114.830952380952
133	55	106.333333333333	104.129152777004	101.970153000792	99.8861415615049	97.9023809523809
141	64	127.666666666667	126.555537157398	125.490103873788	124.484252797798	123.547619047619
150	59	120	117.403618970609	114.898334133567	112.517466391415	110.285714285714
114	52	100.666666666667	99.6194284575597	98.6130849486386	97.6606492340126	96.7714285714286
127	51	101.166666666667	99.0628119754223	97.001842344642	95.0124805427834	93.1190476190476
