"Bio"	"Div"	"prod_0"	"prod_0.25"	"prod_0.5"	"prod_0.75"	"prod_1"
588	102	477.833333333333	468.761255092889	460.064409456527	451.8509495254	444.195787545787
523	92	417.95	409.355588581238	401.149519095754	393.42959002312	386.260531135531
573	101	464.1	455.369033321406	447.056287920448	439.258937693601	432.038644688645
567	113	454.666666666667	445.215957768314	436.21499464461	427.773778377461	419.962454212454
588	105	490.166666666667	481.803649434465	473.846211114382	466.390803652057	459.498168498168
392	88	308.366666666667	301.511320846983	294.975123747647	288.834103840814	283.137454212454
473	97	391.166666666667	384.371042136974	377.820700668664	371.599887498377	365.770512820513
561	99	461.25	452.707806600106	444.495623468981	436.720232793629	429.457875457875
519	101	410.166666666667	401.174424779667	392.542155490812	384.381396780543	376.770512820513
582	99	471.333333333333	462.260520889353	453.605406625717	445.477874660056	437.949542124542
553	100	452.759523809524	444.424005776562	436.463589267687	428.966976299121	421.993327393327
422	91	331.416666666667	324.001310596146	316.880813684466	310.146211080818	303.861721611722
578	104	472.7	464.057524300556	455.799085090963	448.024816310629	440.801282051282
571	106	459.833333333333	450.798425258997	442.153968037751	434.007638845378	426.432417582418
558	102	452.67619047619	443.899942757626	435.538017267436	427.68221629796	420.391679041679
558	99	458.509523809524	450.311904237371	442.428251273963	434.949257911125	427.940946440946
569	102	467.42619047619	458.870714915837	450.695330390931	442.993571468631	435.828309078309
562	98	460.916666666667	452.353400954109	444.111039034302	436.294792059685	428.980769230769
431	88	360	354.071336966572	348.331536007041	342.856126125574	337.703113553113
489	98	390.666666666667	382.578123506827	374.811594760697	367.467293446077	360.615750915751
577	97	465.5	456.2232782431	447.308847398007	438.869029422432	430.983882783883
577	102	455.416666666667	445.51544933562	436.043408883955	427.11859147732	418.820787545787
579	97	475.166666666667	466.414780083875	458.032664759576	450.126854718082	442.770512820513
570	103	483.833333333333	476.482593847505	469.463983113253	462.863074719549	456.736263736264
553	100	468.333333333333	461.150473082123	454.290226407207	447.836138873081	441.843406593407
568	106	442.166666666667	431.760268940665	421.908916001565	412.725924077581	404.277289377289
571	102	460.666666666667	451.343330966528	442.502245730308	434.243231426791	426.625641025641
567	98	457.5	448.209721039931	439.33758914303	430.992992957804	423.248168498168
595	102	485.833333333333	476.601127875469	467.764405566149	459.430742350362	451.673443223443
494	97	407.25	400.033421558452	393.1022354496	386.543520688784	380.418864468864
521	95	416.783333333333	408.427042589164	400.407482217488	392.823144611724	385.743406593407
566	103	460.17619047619	451.362671149019	442.978500086291	435.11242275578	427.820067320067
533	96	442.333333333333	434.634508900859	427.308038539692	420.442402794106	414.093406593407
580	101	481.833333333333	473.612158271541	465.746525367889	458.333500526851	451.438644688645
579	106	447.75	436.857760941769	426.464602959802	416.695126714345	407.630860805861
550	97	465.916666666667	458.643656702581	451.658461021067	445.051443604134	438.886446886447
